id_employee,id_last_boss,seniority,work_modality,office_distance,low_health_days,gender,recruitment_channel,average_permanence,salary,performance_score,psi_score,marital_estatus,join_age,join_year,join_month,performance,join_age_group,work_modality_boss,office_distance_boss,low_health_days_boss,gender_boss,recruitment_channel_boss,average_permanence_boss,salary_boss,performance_score_boss,psi_score_boss,marital_estatus_boss,join_age_boss,join_year_boss,join_month_boss,performance_boss,join_age_group_boss,salary_diff,join_days_diff,joined_after_boss,age_diff,younger_than_boss,avg_od_epb,avg_lhd_epb,avg_avgp_epb,avg_sal_epb,avg_ps_epb,avg_psis_epb,avg_ja_epb,boss_employees_in_charge,resign
100173,102105,1,Híbrida,1.44,3,Hombre,Portal Web,4,165504,91,64,Soltero,22,2020,7,high,young,Híbrida,2.07,0,Hombre,Linkedin,8,1616000,85,71,Viudo,45,2017,3,high,adult,1450496,-1198,1,-27,1,4.248484848484848,2.0606060606060606,6.424242424242424,370724.45454545453,81.57575757575758,73.60606060606061,32.515151515151516,32,0
101766,102142,1,Híbrida,3.13,6,Hombre,Portal Web,4,208877,91,74,Casado,28,2023,3,high,adult,Presencial,2.48,2,Hombre,Portal Web,3,1255430,90,66,Soltero,36,2019,7,high,adult,1046553,-1357,1,-12,1,3.1366666666666663,3.6363636363636362,4.393939393939394,290915.3333333333,80.9090909090909,75.87878787878788,31.848484848484848,32,0
101871,102153,1,Híbrida,2.37,1,Hombre,Portal Web,2,213892,91,73,Casado,27,2021,8,high,adult,Presencial,6.39,1,Mujer,Linkedin,5,1616000,90,68,Casado,41,2019,6,high,adult,1402108,-806,1,-17,1,3.637631578947368,2.0526315789473686,5.947368421052632,531360.052631579,83.6842105263158,74.42105263157895,41.94736842105263,18,0
100195,102065,1,Híbrida,2.135,2,Mujer,Portal Web,5,245440,91,77,Casado,23,2016,9,high,young,Presencial,2.44,2,Hombre,Ferias & Networking,13,1616000,45,60,Divorciado,35,2014,10,low,adult,1370560,-720,1,-14,1,3.3882857142857143,3.1142857142857143,5.628571428571429,502105.5714285714,73.94285714285714,74.85714285714286,34.34285714285714,34,1
100865,102102,1,Híbrida,1.47,2,Mujer,Referidos,7,266340,91,86,Divorciado,27,2019,10,high,adult,Presencial,2.48,0,Hombre,Portal Web,5,1616000,92,63,Viudo,49,2019,4,high,adult,1349660,-167,1,-22,1,2.718148148148148,3.7777777777777777,6.481481481481482,478990.44444444444,80.11111111111111,76.18518518518519,34.48148148148148,26,0
101236,102025,1,Híbrida,4.69,3,Hombre,Portal Web,3,291412,91,76,Casado,22,2013,1,high,young,Presencial,1.6,0,Hombre,Portal Web,9,1616000,90,81,Viudo,56,2018,4,high,adult,1324588,1910,0,-30,1,3.1623529411764704,2.5294117647058822,7.235294117647059,559642.1176470588,86.29411764705883,75.3529411764706,35.23529411764706,16,0
101866,102090,1,Híbrida,3.715,1,Hombre,Linkedin,7,327254,91,89,Soltero,29,2018,11,high,adult,Presencial,6.83,0,Hombre,Linkedin,4,488000,92,76,Soltero,19,2017,2,high,young,160746,-641,1,8,0,2.541315789473684,2.6315789473684212,7.2631578947368425,443325.7894736842,82.42105263157895,76.63157894736842,33.94736842105263,18,0
100142,102100,1,Híbrida,2.84,1,Mujer,Linkedin,6,309121,91,74,Casado,27,2017,6,high,adult,Presencial,3.3,1,Mujer,Portal Web,3,1255430,21,59,Casado,30,2013,2,low,adult,946309,-1582,1,-8,1,2.8590740740740737,3.0,7.7407407407407405,444478.962962963,78.29629629629629,76.77777777777777,37.592592592592595,26,0
100750,102068,1,Híbrida,3.975,0,Mujer,Linkedin,4,306936,91,73,Soltero,27,2016,12,high,adult,Híbrida,2.17,3,Mujer,Referidos,4,896000,41,81,Soltero,23,2012,8,low,young,589064,-1562,1,-1,1,2.626481481481481,1.0740740740740742,6.37037037037037,398579.55555555556,84.25925925925925,77.81481481481481,32.851851851851855,26,0
100055,102069,1,Híbrida,3.25,9,Mujer,Portal Web,5,310925,91,77,Divorciado,27,2016,10,high,adult,Presencial,4.64,1,Mujer,Ferias & Networking,19,1616000,47,74,Casado,60,2021,10,low,old_adult,1305075,1831,0,-29,1,3.0190697674418603,2.7209302325581395,7.116279069767442,480125.0,79.30232558139535,75.25581395348837,34.18604651162791,42,0
100042,102091,1,Híbrida,0.75,2,Mujer,Portal Web,6,345283,91,73,Soltero,29,2017,2,high,adult,Presencial,1.54,1,Mujer,Portal Web,4,1616000,73,77,Casado,39,2014,12,low,adult,1270717,-789,1,-13,1,2.7646296296296295,2.5185185185185186,7.703703703703703,440138.18518518517,66.25925925925925,77.81481481481481,34.370370370370374,26,1
100730,102123,1,Híbrida,2.47,2,Mujer,Portal Web,6,344891,91,73,Viudo,32,2020,4,high,adult,Presencial,5.5,1,Mujer,Linkedin,16,1616000,42,66,Soltero,51,2021,9,low,adult,1271109,513,0,-19,1,3.6877272727272725,1.878787878787879,6.0606060606060606,472627.69696969696,71.3030303030303,76.54545454545455,37.484848484848484,32,0
101926,102064,1,Híbrida,5.785,0,Hombre,Referidos,8,345740,91,73,Casado,27,2014,11,high,adult,Presencial,1.34,0,Hombre,Portal Web,6,1616000,92,92,Casado,43,2018,2,high,adult,1270260,1178,0,-13,1,3.5225675675675676,1.7027027027027026,5.405405405405405,428535.4324324324,76.0,74.86486486486487,30.72972972972973,36,0
101088,102040,1,Híbrida,1.165,1,Hombre,Portal Web,9,425196,91,81,Soltero,30,2014,2,high,adult,Presencial,3.21,1,Hombre,Linkedin,15,1616000,91,84,Soltero,45,2016,7,high,adult,1190804,886,0,-13,1,2.862820512820513,3.2051282051282053,6.435897435897436,452910.1282051282,74.82051282051282,75.23076923076923,30.564102564102566,38,1
100285,102025,1,Híbrida,2.665,2,Mujer,Referidos,12,491270,91,78,Viudo,32,2013,7,high,adult,Presencial,1.6,0,Hombre,Portal Web,9,1616000,90,81,Viudo,56,2018,4,high,adult,1124730,1727,0,-20,1,3.1623529411764704,2.5294117647058822,7.235294117647059,559642.1176470588,86.29411764705883,75.3529411764706,35.23529411764706,16,0
100870,102132,1,Híbrida,1.585,0,Hombre,Referidos,4,248686,91,78,Soltero,41,2021,11,high,adult,Presencial,4.51,1,Hombre,Linkedin,16,1616000,25,80,Viudo,45,2014,3,low,adult,1367314,-2801,1,-12,1,3.427857142857143,3.1904761904761907,5.238095238095238,422883.1904761905,72.61904761904762,76.47619047619048,36.61904761904762,20,0
100839,102119,1,Híbrida,1.25,1,Mujer,Portal Web,14,261262,91,81,Divorciado,43,2022,1,high,adult,Presencial,2.22,2,Hombre,Portal Web,12,1616000,38,70,Divorciado,52,2021,1,low,adult,1354738,-356,1,-11,1,3.3552,2.16,7.88,424448.72,78.56,72.0,37.24,24,1
101418,102049,1,Híbrida,5.09,2,Mujer,Linkedin,5,257412,91,72,Casado,35,2014,9,high,adult,Presencial,6.89,0,Mujer,Portal Web,9,1616000,19,77,Divorciado,49,2023,3,low,adult,1358588,3107,0,-6,1,3.546976744186047,3.0232558139534884,4.837209302325581,364082.27906976745,78.93023255813954,77.27906976744185,28.162790697674417,42,0
101850,102054,1,Híbrida,5.825,1,Hombre,Referidos,5,285511,91,79,Casado,39,2015,11,high,adult,Presencial,2.91,1,Hombre,Linkedin,17,1616000,85,74,Divorciado,41,2012,11,high,adult,1330489,-1113,1,-5,1,2.8434883720930233,1.7906976744186047,7.023255813953488,376894.62790697673,79.5813953488372,76.79069767441861,31.88372093023256,42,0
101593,102016,1,Híbrida,5.67,2,Hombre,Referidos,6,293996,91,76,Soltero,37,2012,10,high,adult,Híbrida,2.51,2,Mujer,Portal Web,6,1616000,40,80,Casado,44,2017,8,low,adult,1322004,1780,0,-3,1,2.6273529411764707,2.6470588235294117,8.0,545785.2941176471,64.52941176470588,77.05882352941177,32.294117647058826,16,0
100140,102133,1,Híbrida,5.445,2,Hombre,Portal Web,14,297717,91,76,Casado,47,2022,4,high,adult,Híbrida,2.61,2,Hombre,Linkedin,4,1255430,98,65,Soltero,35,2018,2,high,adult,957713,-1506,1,8,0,3.071060606060606,2.4242424242424243,6.242424242424242,357643.42424242425,79.0,74.39393939393939,37.78787878787879,32,0
101134,102057,1,Híbrida,3.125,1,Hombre,Portal Web,7,634099,91,70,Viudo,42,2015,4,high,adult,Presencial,1.97,4,Hombre,Portal Web,5,1616000,90,73,Viudo,59,2022,12,high,adult,981901,2796,0,-10,1,2.915689655172414,2.689655172413793,7.0,541016.0689655172,81.24137931034483,75.75862068965517,33.41379310344828,28,0
100324,102082,1,Híbrida,1.67,2,Hombre,Portal Web,7,775708,91,65,Divorciado,46,2017,12,high,adult,Presencial,5.5,2,Mujer,Linkedin,7,1616000,81,70,Casado,36,2018,8,high,adult,840292,232,0,9,0,2.645757575757576,2.606060606060606,5.606060606060606,344567.75757575757,74.45454545454545,76.0,30.848484848484848,32,1
100620,102112,1,Híbrida,0.88,0,Hombre,Portal Web,10,701751,91,72,Soltero,51,2021,2,high,adult,Presencial,2.27,7,Hombre,Linkedin,1,692000,83,74,Soltero,26,2020,6,high,young,-9751,-240,1,24,0,2.3971212121212124,2.0303030303030303,6.212121212121212,482394.0606060606,82.3030303030303,76.48484848484848,41.09090909090909,32,0
100248,102001,1,Híbrida,5.19,1,Hombre,Referidos,13,698680,91,75,Divorciado,42,2012,1,high,adult,Presencial,1.58,1,Mujer,Linkedin,8,1616000,81,76,Casado,51,2023,2,high,adult,917320,4056,0,1,0,3.981666666666667,1.0,11.333333333333334,1003676.6666666666,87.66666666666667,75.33333333333333,45.0,2,0
101054,102068,1,Híbrida,1.2,3,Hombre,Ferias & Networking,6,735061,91,80,Casado,48,2015,5,high,adult,Híbrida,2.17,3,Mujer,Referidos,4,896000,41,81,Soltero,23,2012,8,low,young,160939,-1003,1,22,0,2.626481481481481,1.0740740740740742,6.37037037037037,398579.55555555556,84.25925925925925,77.81481481481481,32.851851851851855,26,0
100338,102052,1,Híbrida,4.77,5,Hombre,Portal Web,5,919540,91,71,Casado,47,2013,2,high,adult,Presencial,4.45,0,Hombre,Linkedin,5,641000,84,76,Divorciado,17,2012,4,high,young,-278540,-317,1,28,0,3.2854545454545456,3.3333333333333335,7.242424242424242,560383.4545454546,81.93939393939394,75.87878787878788,33.515151515151516,32,0
100998,102119,1,Híbrida,3.93,1,Hombre,Portal Web,20,920681,91,74,Casado,57,2022,2,high,adult,Presencial,2.22,2,Hombre,Portal Web,12,1616000,38,70,Divorciado,52,2021,1,low,adult,695319,-385,1,3,0,3.3552,2.16,7.88,424448.72,78.56,72.0,37.24,24,0
101120,102047,1,Híbrida,6.075,1,Mujer,Portal Web,9,901271,91,79,Soltero,50,2014,11,high,adult,Presencial,2.67,1,Hombre,Linkedin,4,743000,14,70,Casado,22,2015,11,low,young,-158271,383,0,28,0,3.455689655172414,1.8620689655172413,6.137931034482759,422263.6206896552,81.10344827586206,77.93103448275862,32.310344827586206,28,1
102989,102161,1,Híbrida,1.105,1,Mujer,Linkedin,2,102061,91,74,Soltero,21,2023,3,high,young,Presencial,3.93,5,Mujer,Portal Web,4,1409960,85,77,Casado,36,2016,10,high,adult,1307899,-2333,1,-23,1,2.665,4.363636363636363,5.2727272727272725,410513.8181818182,77.45454545454545,76.27272727272727,33.81818181818182,10,0
103343,102140,1,Híbrida,3.95,1,Hombre,Referidos,1,77856,91,75,Soltero,19,2022,4,high,young,Presencial,2.55,0,Mujer,Portal Web,16,1616000,46,69,Casado,39,2012,2,low,adult,1538144,-3723,1,-30,1,3.3512068965517243,2.7586206896551726,6.310344827586207,460652.8965517241,77.72413793103448,74.86206896551724,37.48275862068966,28,0
104103,102021,1,Híbrida,1.045,6,Mujer,Portal Web,1,124172,91,69,Soltero,13,2013,6,high,young,Presencial,2.25,1,Hombre,Linkedin,8,1616000,47,80,Casado,52,2017,3,low,adult,1491828,1381,0,-36,1,2.943947368421053,3.3684210526315788,6.0,453123.3157894737,75.47368421052632,72.94736842105263,30.42105263157895,18,1
103012,102118,1,Híbrida,1.71,1,Mujer,Referidos,3,143012,91,77,Soltero,21,2020,8,high,young,Presencial,4.76,17,Mujer,Linkedin,4,1616000,86,74,Soltero,39,2023,8,high,adult,1472988,1110,0,-16,1,2.9914,3.16,5.92,484213.0,80.12,75.04,40.72,24,0
102957,102044,1,Híbrida,5.15,2,Hombre,Portal Web,2,141388,91,72,Casado,14,2013,2,high,young,Presencial,1.54,1,Hombre,Ferias & Networking,14,1616000,56,68,Soltero,47,2023,3,low,adult,1474612,3689,0,-23,1,2.771081081081081,3.108108108108108,6.837837837837838,463051.45945945947,75.45945945945945,73.1891891891892,31.45945945945946,36,0
103989,102105,1,Híbrida,1.425,3,Hombre,Portal Web,4,162463,91,64,Soltero,22,2020,7,high,young,Híbrida,2.07,0,Hombre,Linkedin,8,1616000,85,71,Viudo,45,2017,3,high,adult,1453537,-1197,1,-27,1,4.248484848484848,2.0606060606060606,6.424242424242424,370724.45454545453,81.57575757575758,73.60606060606061,32.515151515151516,32,1
103893,102156,1,Híbrida,2.135,0,Mujer,Portal Web,3,182100,91,87,Soltero,26,2022,8,high,young,Presencial,4.23,2,Hombre,Portal Web,22,1616000,92,76,Soltero,63,2023,12,high,old_adult,1433900,474,0,-36,1,2.1005882352941176,1.5294117647058822,6.294117647058823,379893.5882352941,81.17647058823529,78.58823529411765,33.64705882352941,16,1
102514,102171,1,Híbrida,2.295,0,Hombre,Portal Web,5,208134,91,66,Soltero,29,2023,6,high,adult,Presencial,2.57,4,Hombre,Linkedin,8,1616000,80,69,Casado,43,2017,10,high,adult,1407866,-2090,1,-21,1,3.2678813559322033,2.389830508474576,6.610169491525424,471105.83050847455,82.54237288135593,73.77966101694915,42.45762711864407,58,0
103692,102126,1,Híbrida,3.505,2,Hombre,Ferias & Networking,3,206256,91,86,Soltero,26,2021,6,high,young,Presencial,2.5,1,Mujer,Referidos,2,1049000,94,79,Casado,34,2021,1,high,adult,842744,-152,1,-9,1,3.3423809523809522,2.5714285714285716,5.0476190476190474,354656.6666666667,85.0,76.80952380952381,34.142857142857146,20,0
103228,102156,1,Híbrida,1.345,0,Hombre,Referidos,5,332717,91,75,Soltero,33,2022,9,high,adult,Presencial,4.23,2,Hombre,Portal Web,22,1616000,92,76,Soltero,63,2023,12,high,old_adult,1283283,444,0,-29,1,2.1005882352941176,1.5294117647058822,6.294117647058823,379893.5882352941,81.17647058823529,78.58823529411765,33.64705882352941,16,0
103524,102091,1,Híbrida,0.71,3,Mujer,Portal Web,6,351497,91,73,Soltero,29,2017,2,high,adult,Presencial,1.54,1,Mujer,Portal Web,4,1616000,73,77,Casado,39,2014,12,low,adult,1264503,-788,1,-13,1,2.7646296296296295,2.5185185185185186,7.703703703703703,440138.18518518517,66.25925925925925,77.81481481481481,34.370370370370374,26,0
102708,102123,1,Híbrida,2.49,1,Mujer,Portal Web,6,348568,91,73,Viudo,32,2020,4,high,adult,Presencial,5.5,1,Mujer,Linkedin,16,1616000,42,66,Soltero,51,2021,9,low,adult,1267432,511,0,-19,1,3.6877272727272725,1.878787878787879,6.0606060606060606,472627.69696969696,71.3030303030303,76.54545454545455,37.484848484848484,32,0
102239,102064,1,Híbrida,5.785,0,Hombre,Referidos,8,345385,91,73,Casado,27,2014,11,high,adult,Presencial,1.34,0,Hombre,Portal Web,6,1616000,92,92,Casado,43,2018,2,high,adult,1270615,1177,0,-13,1,3.5225675675675676,1.7027027027027026,5.405405405405405,428535.4324324324,76.0,74.86486486486487,30.72972972972973,36,0
103319,102129,1,Híbrida,1.825,3,Hombre,Ferias & Networking,2,386314,91,66,Soltero,36,2022,1,high,adult,Presencial,2.1,2,Mujer,Linkedin,3,590000,41,74,Soltero,24,2020,1,low,young,203686,-736,1,10,0,2.5686585365853656,3.1951219512195124,8.365853658536585,492293.60975609755,82.36585365853658,71.95121951219512,41.24390243902439,40,1
103054,102021,1,Híbrida,2.335,2,Mujer,Linkedin,4,407156,91,74,Casado,27,2012,9,high,adult,Presencial,2.25,1,Hombre,Linkedin,8,1616000,47,80,Casado,52,2017,3,low,adult,1208844,1639,0,-21,1,2.943947368421053,3.3684210526315788,6.0,453123.3157894737,75.47368421052632,72.94736842105263,30.42105263157895,18,0
102597,102042,1,Híbrida,6.63,9,Hombre,Linkedin,11,425198,91,65,Casado,28,2012,9,high,adult,Presencial,2.19,2,Hombre,Ferias & Networking,8,1616000,38,78,Divorciado,57,2018,6,low,adult,1190802,2117,0,-23,1,3.313181818181818,4.090909090909091,6.848484848484849,449524.9696969697,76.12121212121212,75.45454545454545,31.333333333333332,32,0
103454,102090,1,Híbrida,1.985,1,Mujer,Linkedin,3,867018,91,75,Casado,37,2018,12,high,adult,Presencial,6.83,0,Hombre,Linkedin,4,488000,92,76,Soltero,19,2017,2,high,young,-379018,-676,1,15,0,2.541315789473684,2.6315789473684212,7.2631578947368425,443325.7894736842,82.42105263157895,76.63157894736842,33.94736842105263,18,0
102889,102025,1,Híbrida,2.71,2,Mujer,Referidos,12,485490,91,78,Viudo,32,2013,7,high,adult,Presencial,1.6,0,Hombre,Portal Web,9,1616000,90,81,Viudo,56,2018,4,high,adult,1130510,1729,0,-20,1,3.1623529411764704,2.5294117647058822,7.235294117647059,559642.1176470588,86.29411764705883,75.3529411764706,35.23529411764706,16,0
103857,102045,1,Híbrida,1.54,1,Mujer,Linkedin,5,256642,91,81,Soltero,37,2015,7,high,adult,Presencial,3.19,3,Hombre,Portal Web,11,1616000,97,65,Casado,53,2023,9,high,adult,1359358,2979,0,-9,1,2.862592592592592,2.2222222222222223,8.222222222222221,438332.81481481483,81.0,75.14814814814815,34.370370370370374,26,0
103361,102049,1,Híbrida,5.085,2,Mujer,Linkedin,5,254243,91,72,Casado,35,2014,9,high,adult,Presencial,6.89,0,Mujer,Portal Web,9,1616000,19,77,Divorciado,49,2023,3,low,adult,1361757,3107,0,-6,1,3.546976744186047,3.0232558139534884,4.837209302325581,364082.27906976745,78.93023255813954,77.27906976744185,28.162790697674417,42,0
103395,102042,1,Híbrida,2.67,2,Mujer,Ferias & Networking,8,374624,91,64,Casado,36,2014,5,high,adult,Presencial,2.19,2,Hombre,Ferias & Networking,8,1616000,38,78,Divorciado,57,2018,6,low,adult,1241376,1509,0,-18,1,3.313181818181818,4.090909090909091,6.848484848484849,449524.9696969697,76.12121212121212,75.45454545454545,31.333333333333332,32,0
102851,102042,1,Híbrida,6.465,1,Mujer,Portal Web,13,265523,91,73,Casado,35,2013,5,high,adult,Presencial,2.19,2,Hombre,Ferias & Networking,8,1616000,38,78,Divorciado,57,2018,6,low,adult,1350477,1857,0,-18,1,3.313181818181818,4.090909090909091,6.848484848484849,449524.9696969697,76.12121212121212,75.45454545454545,31.333333333333332,32,0
104162,102119,1,Híbrida,4.66,0,Mujer,Portal Web,6,461479,91,74,Soltero,45,2021,3,high,adult,Presencial,2.22,2,Hombre,Portal Web,12,1616000,38,70,Divorciado,52,2021,1,low,adult,1154521,-72,1,-7,1,3.3552,2.16,7.88,424448.72,78.56,72.0,37.24,24,0
103125,102159,1,Híbrida,2.335,2,Mujer,Linkedin,11,294705,91,70,Viudo,48,2023,4,high,adult,Híbrida,0.98,2,Hombre,Referidos,14,808000,90,86,Soltero,44,2022,8,high,adult,513295,-249,1,3,0,2.869473684210526,1.3157894736842106,5.7894736842105265,299700.4210526316,70.10526315789474,74.0,34.526315789473685,18,1
103202,102016,1,Híbrida,5.645,3,Hombre,Referidos,6,301384,91,76,Soltero,37,2012,10,high,adult,Híbrida,2.51,2,Mujer,Portal Web,6,1616000,40,80,Casado,44,2017,8,low,adult,1314616,1778,0,-2,1,2.6273529411764707,2.6470588235294117,8.0,545785.2941176471,64.52941176470588,77.05882352941177,32.294117647058826,16,1
103473,102143,1,Híbrida,1.535,6,Hombre,Portal Web,11,635064,91,75,Viudo,50,2023,3,high,adult,Presencial,1.07,2,Hombre,Portal Web,2,590000,90,78,Casado,25,2022,2,high,young,-45064,-422,1,23,0,2.9836363636363634,3.0606060606060606,6.666666666666667,499532.9393939394,79.33333333333333,75.87878787878788,43.303030303030305,32,0
104088,102120,1,Híbrida,3.27,0,Mujer,Portal Web,13,657510,91,64,Divorciado,50,2022,4,high,adult,Presencial,6.48,2,Hombre,Ferias & Networking,9,1616000,68,71,Casado,47,2023,8,low,adult,958490,476,0,4,0,3.548225806451613,2.2903225806451615,7.0,525826.3870967742,66.06451612903226,74.03225806451613,40.193548387096776,30,0
