X,Y,abandono_6meses
-4.737904,8.257084,1
20.46265,-3.1420338,1
8.446293,14.775264,0
13.815952,-5.478528,0
-8.979166,-3.749612,1
23.378977,12.981071,0
0.39195868,17.022802,1
7.0720997,3.328505,0
8.865182,0.6114994,0
-11.874074,16.230597,1
0.7328393,-9.252926,0
1.9094267,0.08193403,0
-0.29758713,9.753688,0
25.343666,-6.9175086,1
-13.166621,0.44794315,1
1.866463,5.4396214,1
24.176226,-2.1848733,1
10.224122,-13.122177,0
-2.6208608,7.2062435,0
18.960962,-5.1310744,1
12.495735,-1.4732748,0
4.1716595,-5.1565065,0
7.7247853,-19.93228,1
9.354974,0.08749621,0
4.1740284,-5.1522393,1
-4.296375,1.2780008,1
11.231122,22.344713,0
4.7952437,12.022504,1
-5.611005,-7.3525186,0
15.397618,-1.4974438,0
26.276382,6.9996815,0
16.833076,-7.777165,0
-9.573281,0.19937572,1
1.796578,-7.401282,0
17.002893,3.7126453,0
2.5957644,15.038122,1
7.5314813,6.4187264,1
-8.997822,-3.7551575,1
2.1316192,-20.511871,0
-12.742356,11.268064,1
-4.2929435,1.2826505,1
4.7952876,12.025144,1
22.35077,-11.607164,0
10.109699,10.111453,0
24.159616,-2.2016475,1
0.39147615,17.022942,0
-6.1817365,-11.968152,0
-6.47872,5.0042133,0
3.34128,17.831156,0
2.5596778,15.001818,0
-6.4896426,5.014934,1
7.100933,3.3625593,1
3.3550682,17.817081,0
7.100766,3.359709,1
-6.491609,5.016725,1
13.743891,8.5974655,1
8.470122,14.798935,0
3.1242743,-10.626545,0
-0.8213362,-8.113433,0
1.6178613,-17.809643,0
-0.8709468,-12.880319,0
4.2161236,-5.5036654,0
13.7339945,8.6082535,1
4.4095283,6.0429597,0
-0.8221116,-8.115371,1
20.412897,2.7463195,1
7.4816465,10.149785,1
3.3361933,-12.400097,0
4.136436,-16.096489,0
11.780424,-3.5670621,1
3.3422215,-12.405921,1
11.796289,-3.5826924,1
8.213756,13.823679,1
26.254663,7.0216546,1
9.948341,5.4883056,0
8.452622,-4.641588,0
8.214554,13.824475,0
14.639684,2.2805252,1
16.855827,-7.799972,1
-4.44239,-2.3866243,1
-6.2050147,-11.970455,0
9.953973,5.5026426,1
3.2063713,1.4209799,0
-6.1750255,-11.977209,0
3.731516,5.9909043,0
-4.100981,-12.277283,0
-5.1369143,11.849252,1
2.1491046,-20.53056,1
8.468464,-4.629571,1
14.308218,-13.636482,0
23.903557,1.8757093,0
9.524465,-2.4483843,1
8.442492,14.770715,0
-6.1661572,-11.979634,0
6.9316773,8.414829,0
-11.804658,-6.9011087,1
12.484297,-1.4828373,0
-12.500604,-17.150352,0
7.5165157,6.4908776,0
8.4720745,14.798242,0
-1.5038513,-8.496825,0
12.516402,-1.454021,1
-11.898603,16.25509,0
4.142761,-5.17668,1
-9.574112,0.20008197,1
-18.08561,2.546892,1
-1.5395648,-8.526575,0
3.616634,5.859514,0
0.22462322,-11.278086,0
6.4750953,-10.980466,0
12.488594,-1.4727573,0
18.202707,1.0366783,0
-1.1727275,-4.577215,0
11.87719,-3.6646624,0
4.1596317,-5.142523,1
22.396795,-11.653047,0
18.20262,1.0367515,0
6.8111706,3.0724406,0
-16.625023,-7.7814503,0
-12.5162325,-17.165981,0
-1.5295897,14.386168,0
8.100367,17.970793,0
11.829086,-3.6158764,1
11.07184,8.168606,1
13.80237,-8.815965,0
11.38914,-8.353225,0
-16.643589,-7.799979,1
23.286772,12.888635,1
12.235492,3.912339,0
8.086121,17.985989,0
9.543627,-2.4306784,0
8.491131,-4.6347613,0
3.3136303,-12.3779955,0
-11.1532135,7.7095017,1
2.598508,15.041279,1
9.571384,-2.4039433,0
1.9128642,0.08581814,0
9.652901,9.811193,1
11.085951,8.154776,0
13.7886305,-8.8267145,0
11.379385,-8.3620405,0
23.324436,12.92624,0
10.233636,-13.1123,0
6.474527,-10.979677,1
9.562541,-2.4152424,1
-18.086193,2.5472705,0
-9.50466,5.128982,0
-0.18297695,0.8251388,1
16.826523,-13.966364,1
11.389391,-8.345234,0
9.565104,0.86335504,0
-5.635367,-7.374784,0
-18.08468,2.54547,0
-0.20040019,0.84272647,0
0.39173847,17.02252,0
14.92576,11.535182,1
9.5765295,0.8618662,0
8.096989,17.97478,0
16.32219,15.851755,1
8.47379,-4.628796,1
7.5246015,9.66365,1
1.9149987,0.08765765,0
-12.773051,11.298689,0
16.321356,15.850762,0
4.2027683,-5.112256,0
-11.792401,-6.887692,0
1.919645,0.09559829,0
11.389082,-8.34653,0
1.9120368,0.09349714,0
4.8077984,12.010691,0
4.7742352,12.045042,0
-7.8823924,8.434757,0
14.651778,2.3121607,0
1.8639966,5.436936,1
-0.210474,18.724928,0
7.537607,6.4600353,1
14.633264,2.27629,1
7.4385,21.812836,1
1.8720362,5.444731,1
4.146535,-5.1737065,0
12.466598,-1.4937209,1
12.439397,-1.5103142,1
10.082668,10.096341,0
0.32513788,20.593437,0
3.3239198,-12.389589,0
-5.6256614,-7.3683667,1
8.470741,14.798603,1
8.466892,14.794261,0
13.721289,8.616705,1
-0.19870698,18.704924,0
-5.6122856,-7.3505,1
11.581979,-10.602885,1
-9.532398,5.1084747,1
11.259585,3.4269023,1
-0.20998965,18.72464,1
9.517042,-2.4576712,1
0.3253801,20.593412,0
-9.515175,5.1206117,0
-14.312247,4.606888,1
7.606768,6.500681,1
14.915253,11.539346,1
-14.284089,4.5794473,0
11.2626505,3.4295323,1
4.908061,16.505917,1
14.913848,11.540725,1
7.5780253,6.4963098,0
4.929853,16.52794,0
11.837444,-3.6253884,0
3.278002,-5.793199,0
15.206963,-17.354189,0
-12.68901,-3.3298829,0
7.538944,6.4620957,1
-12.702186,-3.3177342,1
7.5412197,6.4756026,1
11.83174,-3.6195738,1
0.3251259,20.593437,1
13.80945,-8.815809,0
7.581734,6.483579,1
0.32505575,20.59311,0
7.510423,6.4949226,1
-16.886724,-3.777472,1
-18.074976,2.536096,1
-18.087885,2.5490923,0
-4.7082424,8.293501,1
2.5864844,15.028123,1
-12.787424,11.313115,1
13.848994,-3.352915,0
14.328358,-13.656871,0
-11.455235,-11.555883,0
16.646881,-5.2302947,0
2.5750215,15.01618,1
-11.489251,-11.589861,0
16.618519,-5.20099,0
-5.1232367,11.835228,1
-2.629134,7.2162247,1
-7.8786826,8.431399,0
14.632512,2.273695,0
-5.6006474,-7.343917,1
1.9226766,-2.7076118,1
14.330703,-13.658754,1
-5.566396,-7.303663,1
1.922092,-2.7084773,1
10.339745,11.53411,1
13.792844,-8.824694,1
-5.59172,-7.32649,1
13.7549095,8.586835,0
23.328453,12.9302635,1
1.5450157,13.667908,1
4.1604013,-2.2926204,1
4.9255805,16.522953,1
4.8765,16.474447,1
13.819624,-8.801418,1
7.128698,3.3841813,1
-4.224256,16.483913,1
15.213668,14.7025795,1
8.459184,-4.6457343,1
7.141415,3.3959882,1
0.22868815,-11.265724,1
13.721689,8.620485,1
-11.810356,-6.905756,0
7.16833,7.629579,1
-5.0247717,-7.344317,0
9.526139,-2.4480402,0
11.584755,-10.605376,1
13.709237,8.632911,1
-11.779229,-6.870547,0
22.430952,-11.687169,1
3.2004116,1.4156779,1
7.168791,7.628515,0
15.21105,14.715045,1
-5.0210476,-7.343925,0
24.131794,-2.2294266,0
0.6613857,-3.3173964,0
-1.5030566,14.414129,1
-12.672553,-3.3467157,1
11.832691,-3.6190119,1
-6.499124,5.0253263,0
-1.5189661,14.396663,0
-12.693176,-3.3291264,1
-5.2773466,21.522188,0
-4.56704,-7.411174,1
-11.13966,7.7230234,1
-9.598643,5.0359287,1
9.540785,-2.4313862,0
10.048619,10.040956,0
-5.595162,-7.3367634,0
9.564893,-2.4075382,0
-5.275412,21.523397,1
6.8831625,8.351281,1
-5.576336,-7.3181505,1
26.253738,7.022696,1
6.8641515,8.325582,0
16.8514,-7.7951393,0
22.47819,-11.734372,0
11.470265,-15.743923,1
-15.216725,0.84074765,1
4.1500206,-16.12878,0
-11.893569,16.25017,1
-11.928636,16.284985,1
9.359001,0.0843862,1
7.5874524,-13.055578,1
4.135623,-16.118341,0
-11.905685,16.262075,1
-11.850138,-6.9458213,0
0.32509688,20.593445,1
1.6154337,-17.806707,0
11.0611,8.17927,1
-11.477788,-11.57844,0
9.514677,-2.4558194,1
11.845658,-3.6322463,1
23.355173,12.956983,1
16.85591,-7.8000226,1
-11.808541,-6.903976,1
11.103713,8.136087,1
0.21391748,-11.274056,0
9.128486,-0.7483623,1
-5.1782527,11.889321,0
-4.206341,16.46553,0
7.476761,10.155699,1
3.134132,-10.636024,1
23.36991,12.971665,0
10.051063,-15.297359,1
3.7208543,5.996042,0
8.025254,-8.2506075,1
16.322222,15.848284,1
-12.70225,-3.3170702,1
3.1349037,-10.636666,0
-11.489691,-11.590445,0
10.019487,-15.330053,1
16.32186,15.850846,1
0.2893652,5.0250206,1
-4.5711455,-7.4026065,1
16.322218,15.850618,0
3.3579113,17.813953,1
-11.925579,16.28206,0
8.415768,14.746494,1
7.7249436,-19.931946,0
-18.085764,2.5469036,1
-12.504498,-17.154253,1
-7.833029,17.790825,0
0.25285047,5.0305943,0
3.1339226,-10.6353445,1
3.7225213,5.993722,0
9.49768,-2.4748123,1
-18.086773,2.547733,1
-7.8571763,17.766525,0
1.9213744,-2.7089465,0
8.0065155,-8.231879,1
0.86103654,-15.715752,1
1.8520983,5.4276795,1
5.019055,2.6676693,1
8.015671,-8.241,1
11.456673,-15.7302065,1
12.602054,18.461056,0
3.3076124,-12.372388,1
5.022462,2.670709,1
-12.500484,-17.150244,1
-4.105679,-12.28201,1
-9.764094,-9.136215,0
4.2490745,-5.0582027,1
15.397352,-1.4974747,0
-4.1031322,-12.279475,1
13.11589,1.655238,0
-9.772947,-9.146055,1
6.8876033,8.322325,1
11.083103,8.158078,1
8.21303,13.820379,0
11.370317,-8.361538,0
0.39150754,17.02295,0
11.455657,-15.729782,1
10.013811,-15.336673,0
11.09758,8.143771,1
10.412468,11.50651,1
4.2387285,-5.070404,1
-0.2969883,9.753911,0
4.215358,-2.2159624,1
-11.443599,-11.544421,1
16.865467,-14.005011,0
-5.2126546,-2.5325196,1
7.5682726,6.4429774,0
7.574199,-13.043443,1
6.8883157,8.34038,0
-7.879828,8.432022,0
9.668768,9.82445,1
-18.092995,2.553177,1
10.372194,11.5461035,1
-0.84041935,-12.911258,0
7.5723987,6.437509,0
8.339839,0.67818594,1
18.985703,-5.155672,1
3.3451335,17.827301,1
4.7982802,12.02056,0
-13.165493,0.44661415,0
-0.82449305,-12.927106,0
-12.483032,-17.132763,1
-5.278086,-2.549635,1
8.326851,0.6931562,0
25.34479,-6.918586,1
24.132769,-2.2285511,1
7.622109,6.3922915,1
9.537586,-2.4338298,1
6.8586774,8.368579,1
-12.495528,-17.145164,1
6.8850183,8.339914,0
-16.553364,6.0134053,1
16.986475,3.7242684,1
24.161968,-2.1994572,1
8.03855,-8.263845,1
-0.8202538,-8.116258,0
-1.5129979,-8.504149,1
18.974962,-5.145328,1
12.600639,18.46302,0
16.833143,-7.776453,1
-1.5131366,-8.506681,1
18.72278,6.023841,1
0.2605496,5.0172744,0
0.6581545,-3.3258367,0
-11.4753475,-11.575933,0
0.66622895,-3.3117578,1
13.747671,8.593752,1
4.133958,-16.120321,1
14.661274,2.3046908,1
23.90396,1.8757386,0
3.359431,17.812567,0
6.482612,6.6536283,1
22.447193,-11.703394,0
13.781527,8.560551,0
2.5688813,15.010145,1
14.69372,2.336772,1
3.3586183,17.813828,0
7.170513,3.4224644,1
7.58677,-13.056192,1
6.4807425,6.654401,1
22.440716,-11.6968775,1
13.81264,-8.808682,1
0.6615517,-3.317372,1
0.85950106,-15.706587,0
0.66437364,-3.3134997,1
13.802634,-5.4579725,1
13.816901,-5.4702005,1
-2.3701112,10.624641,1
4.230634,-5.082147,1
-16.886879,-3.777372,0
-7.851396,17.772564,1
0.21348819,-11.274087,1
-2.3564036,10.610916,0
-7.834217,17.789759,1
0.21333417,-11.273669,1
3.3373039,-12.402575,0
10.093909,10.087203,1
-16.887121,-3.7772858,0
3.342876,-12.408421,1
14.936077,18.093151,1
8.447689,14.774279,0
14.663736,2.3059382,1
0.8594964,-15.704925,1
15.210896,14.717168,0
14.936078,18.093174,1
14.664412,2.3057697,0
14.936123,18.093224,1
15.211015,14.715243,0
20.42375,2.757084,0
19.005766,-5.1759906,1
3.1384566,-10.640523,1
10.078245,10.072615,0
1.8584669,5.434617,0
1.828865,5.422822,1
-4.587374,-7.3908796,1
20.423132,2.755717,1
0.85928875,-15.706148,0
-1.3642839,6.04943,1
-16.630129,-7.7864356,1
-8.960868,-3.7298172,1
13.8155,-5.4710255,1
-0.1648869,0.8072075,1
16.827023,8.318588,1
-0.8287362,-12.924543,0
-0.16519351,0.8075069,1
-5.2860084,-2.7000906,1
8.029842,-8.255246,1
-4.6677165,8.339193,1
22.4693,-11.725477,1
-4.695064,8.310147,1
12.234102,3.9109306,1
11.706086,-10.726513,0
-2.342663,10.596993,1
-2.3435965,10.597725,1
1.1211139,10.2588,1
-8.1468725,-5.5403633,0
1.6157123,-17.807133,1
20.436735,-3.167922,1
4.8370113,11.981711,0
20.453176,-3.1514895,1
-9.538838,5.0924077,0
-5.6250095,-7.3098416,1
18.72408,6.0249867,1
-9.543518,5.0882545,0
-0.8126734,-8.144651,1
-1.1446233,-8.29129,1
3.8864267,-2.6116648,1
0.27904743,5.016686,1
3.9060955,-2.5811675,1
3.9414027,-2.4868069,0
23.903282,1.875712,1
0.30250448,5.0293307,1
16.68956,-5.2715945,0
9.5486765,-2.4281487,1
16.775146,-5.358233,1
7.0775833,3.3354497,1
0.28157645,5.0189247,0
18.722698,6.0233784,0
3.9097347,-2.5821047,1
3.9076476,-2.506826,1
7.0909595,3.3488438,1
16.733688,-5.316484,0
3.1794195,1.3945832,1
4.167446,-5.163621,0
10.229045,-13.117329,0
14.936133,18.093245,1
-15.211543,0.8388164,0
10.385193,11.509316,0
-0.21041046,18.7267,0
10.181175,-13.163968,0
12.601012,18.462755,0
16.825794,8.3195,1
20.394075,2.726953,0
23.326292,12.928285,0
11.246918,3.4132924,0
1.8340577,-7.361252,0
0.3895066,17.023891,0
3.1946461,1.4092896,0
-6.1782174,-11.9244,1
22.351093,-11.607636,0
-11.863244,16.219898,0
23.259394,12.861409,0
1.9090933,-2.7211857,0
0.38735425,17.023102,0
-15.20632,0.8379051,0
-4.6690655,-2.186078,1
16.82471,8.320276,0
7.5587873,6.4371943,1
-2.6417356,7.2294474,1
7.536253,6.4177613,0
-4.4554186,-2.3722382,1
3.9430046,-2.5067394,1
0.74568385,-3.241932,0
-6.2321653,-12.011652,0
-8.82511,10.312775,0
0.74197257,-3.2437239,0
-4.098541,-12.274184,0
-4.556902,-2.221726,0
16.79996,-5.382092,0
1.5524182,13.675312,1
9.35092,0.091046296,0
1.923485,-2.7072418,1
14.319968,-13.648105,0
22.403318,-11.659568,0
3.1019459,-10.604532,0
7.0662827,3.3300657,0
10.044356,-15.307272,0
-12.73388,11.259581,0
-12.738485,11.264184,0
2.562122,15.004874,0
26.26007,7.0161552,0
18.202444,1.036636,0
-12.703845,-3.3178065,1
15.212534,-17.359835,0
1.8703775,5.4419804,1
7.4800124,10.14069,1
11.73543,-10.757109,0
3.7517354,6.0043483,0
0.74012965,-3.2458537,0
2.1298306,-20.511639,0
-1.5354279,-8.521483,1
16.78326,-5.365401,1
3.3594916,17.812443,1
1.9438541,0.052445006,1
16.74538,-5.328171,1
6.4469943,-10.951977,0
1.8047433,-7.3806424,0
-6.812815,3.0512455,0
17.03183,3.685117,0
-1.5062844,14.409395,1
10.176315,-13.166991,1
-1.5458616,-8.532436,0
16.809315,-5.390934,0
0.8593383,-15.706478,0
0.7407283,-3.2432315,1
14.8905,11.511469,0
4.094712,-16.150614,0
9.705239,-9.887769,0
2.1137955,-20.496214,0
3.2056742,1.4199891,1
13.805876,-8.8147955,0
13.822008,-5.483477,0
16.881727,-7.8252163,0
2.127528,-20.508839,1
-4.7400827,8.257116,0
9.5764675,0.861895,0
11.229131,22.342665,0
12.619523,18.44306,1
18.959091,-5.129066,0
-12.698588,-3.320912,1
10.3790865,11.508986,0
16.824797,8.319896,0
10.238803,-13.105275,0
-4.749148,8.249971,0
4.1451564,-16.088902,0
11.778517,-3.5655322,1
23.322166,12.92402,0
-0.91916496,-8.208357,0
-8.823246,10.314249,0
1.6176337,-17.80909,1
-9.479936,5.152154,0
3.124078,-10.626488,0
-5.1235495,11.83629,1
-4.563955,-7.410738,1
-5.6110473,-7.350656,0
-9.573668,0.1996909,0
6.5628943,-16.356503,0
26.373827,1.863108,0
20.397987,2.7305772,0
4.815493,12.002732,0
8.42774,14.758468,0
-12.739125,11.264806,0
-11.848453,16.20518,0
1.551524,13.674584,1
9.343336,0.095477775,0
20.463915,-3.1409316,0
-6.149262,-11.932128,0
7.081591,3.3429124,0
13.077013,1.6170827,1
-8.979983,-3.753397,0
-9.571918,0.19783124,1
2.5464525,14.988671,1
18.202538,1.0367535,0
-15.212381,0.8396082,0
-11.158456,7.703185,0
1.8852156,5.45738,1
-12.473344,-17.12306,1
3.1240897,-10.625745,0
-11.880194,16.236761,0
3.7165098,5.9877276,0
-9.776394,-9.151789,0
18.202621,1.0367687,0
1.1140724,10.24524,0
1.9048396,0.088786535,0
17.020412,3.6964002,0
-2.3253572,-16.753462,1
-6.180957,-11.957969,1
1.8973601,0.09880194,0
-15.210899,0.83866566,0
7.962385,-8.187361,0
-14.31259,4.6074166,0
-4.575856,-7.3935432,0
2.1544306,-20.536226,0
2.612186,15.055134,1
3.1956675,1.4089754,0
-1.5591656,-8.543707,0
24.163456,-2.1977534,0
9.128223,-0.7510556,1
9.705752,-9.887545,0
13.818727,-5.475371,0
2.1341019,-20.515852,0
4.912409,16.510412,0
-9.453459,5.1792746,0
9.581611,0.8633527,0
-11.807886,-6.9035506,1
14.309853,-13.638167,1
-13.174881,0.45605016,0
-6.8177075,3.0564065,1
13.817644,-5.482996,1
-16.559462,6.0195594,0
-8.149106,-5.5360503,1
7.606035,6.442366,1
-2.3368247,-16.765097,0
10.106258,10.108672,0
11.758796,-3.5462437,0
-4.737298,8.258159,0
7.4922447,10.121826,0
6.9383597,8.427022,0
-12.746268,11.271995,1
-0.3047196,9.747138,1
11.256538,3.4231572,1
12.505232,-1.4602365,1
15.397411,-1.497169,0
-4.293642,1.2816815,0
-2.3374434,-16.765913,1
-16.57325,6.033936,0
-12.499824,-17.149555,0
6.562971,-16.356564,1
-5.1199474,11.832782,0
-12.680962,-3.3390005,1
-4.087383,-12.262076,1
1.6166959,-17.80818,0
-8.13724,12.716875,0
-5.1203966,11.833417,0
-4.544442,-7.415934,0
1.8078401,-7.389439,1
-5.610577,-7.3531895,0
12.236347,3.913007,0
6.5631905,-16.356571,0
20.40023,2.7318,0
4.8476415,11.970494,0
-4.083369,-12.258966,0
13.027281,11.953839,0
6.937094,8.412941,0
-7.890453,8.443836,0
4.131435,-16.093103,0
20.397793,2.7308896,0
-6.192601,-11.958276,1
11.390364,-8.345553,0
7.831551,-5.500524,0
9.955649,5.4928226,0
-16.566753,6.02938,0
-11.417855,-11.518691,0
-11.88419,16.240732,1
10.389816,11.471567,0
15.211101,14.71476,1
-11.141454,7.72076,0
1.6180376,-17.810085,0
-2.8093073,-6.6458097,0
3.3113146,-12.375439,1
16.84244,-7.785945,0
13.742531,8.599018,0
6.4642825,-10.970515,0
6.927995,8.420912,0
0.33672306,5.0229774,0
-4.447743,-2.4770103,1
-5.106753,11.819848,1
-0.31033748,9.740304,0
8.842579,0.42305455,0
-4.4030185,-2.4742744,0
18.20193,1.0367311,0
-6.15518,-11.977464,0
-6.194412,-11.964687,0
4.154228,-5.1547093,1
5.157641,2.7977698,0
7.997396,-8.219415,0
2.1472387,-20.528667,0
9.769173,-18.4042,1
-4.7500167,8.270805,0
-6.4724584,5.0011544,1
8.839657,0.40759733,0
-4.552266,-2.349,1
7.4383955,21.81255,0
-13.172429,0.45394772,0
1.6377698,-17.830648,0
-11.791983,-6.887194,0
4.2241163,-5.483131,0
0.77702546,-3.2071128,0
11.22968,22.343206,0
9.573838,0.858094,0
14.304861,-13.633018,1
-13.165956,0.44770485,0
-0.8662059,-12.885091,0
-6.8331404,3.0715957,1
-4.51669,-2.2627926,1
-11.890265,16.24672,1
-9.785013,-9.164568,0
-4.3713717,-2.4681845,0
26.324594,1.8136153,0
6.9334126,8.4329815,1
7.5309334,9.654445,0
11.742245,-10.764642,0
10.113769,10.1161785,0
11.708212,-3.4944723,1
-12.750679,11.276222,1
13.027285,11.953861,0
-2.8300798,-6.6101313,0
3.3114386,-12.376293,1
9.952265,5.4930787,0
-8.83286,10.304587,0
-4.558792,-2.5522077,0
-4.430436,-2.4584582,1
11.2543,3.4212186,0
12.488639,-1.474271,0
9.7055025,-9.888631,0
-4.611168,-2.2067432,0
8.869004,0.36264592,0
-4.406138,-2.4675703,1
4.1461143,-5.1662464,0
-16.56212,6.026017,0
8.462796,14.791098,1
9.769289,-18.40312,1
-5.141614,11.854964,0
-12.700785,-3.319433,1
6.473647,-10.979039,0
7.5286913,6.4105487,0
13.065016,1.6043649,1
9.773611,-18.413622,0
-4.7338533,-2.1883013,0
-4.4784966,-2.3160858,0
4.905473,16.503471,0
-8.134196,-5.5456166,1
1.7806621,-7.4152684,0
-11.845973,16.202677,0
9.668146,9.819519,0
16.834658,-7.7771974,0
-4.365627,-2.4822063,1
-4.551502,-2.1923268,0
-4.4257226,-2.4552934,1
6.942696,8.407495,0
-4.3755345,-2.4897766,0
-7.9050913,8.458899,0
-4.3726416,-2.4848258,1
-4.6642513,-2.0842996,0
11.229216,22.34276,0
-8.977535,-3.7675147,0
-1.1639383,-4.5684137,0
11.243916,3.4103277,0
-6.8564873,3.0941653,0
-6.8151336,3.0530167,0
7.8045635,-5.52835,1
9.948581,5.488078,1
20.433966,2.7674918,0
-16.55791,6.018732,0
2.1302068,-20.512135,0
26.324215,1.8129326,0
-1.3607,6.046018,0
11.037017,8.204381,1
4.4118605,6.0235267,0
3.300651,-12.365034,1
10.008045,-15.343,0
-12.711752,11.237351,0
6.457952,-10.963301,0
26.258856,7.0174193,0
13.7403145,8.601493,1
6.9644814,8.457734,0
17.018593,3.6983273,1
-0.84276843,-8.132436,0
2.09389,-20.475447,0
7.4810624,10.14685,0
4.414961,6.0255203,1
-0.29946056,9.751913,1
11.71865,-10.741245,0
-1.5643728,-8.547643,0
15.210315,14.707043,0
3.3722396,17.799917,1
7.5406017,6.4177666,0
14.324168,-13.65223,1
8.466238,-4.6325774,1
-0.86860156,-12.883007,1
-5.131351,11.84674,1
1.8397651,-7.3518114,0
17.021616,3.6948442,0
7.4338436,21.802807,0
-13.19312,0.47563228,0
-7.904299,8.457593,0
0.7682292,-3.2164707,1
2.1127274,-20.49451,0
3.1953378,1.4087048,1
4.2147093,-5.484554,0
14.911294,11.533196,0
12.527928,-1.4427927,0
-9.776252,-9.151032,1
16.84148,-13.981544,0
9.580014,0.8631149,0
-0.8224715,-8.118606,0
16.843237,-13.983066,0
3.1260068,-10.628089,0
0.7592424,-3.2254887,1
5.111358,2.7506928,0
12.606646,18.456394,1
11.760592,-10.783524,0
12.604182,18.458632,0
13.026224,11.953493,0
-2.8212502,-6.597731,0
-0.29980415,9.752165,1
3.3317661,-12.396868,0
4.1376095,-16.061205,0
-5.137018,11.850495,0
11.778275,-3.5650322,1
12.498857,-1.4690984,0
23.326447,12.928222,0
9.769395,-18.403885,0
-11.133069,7.7258487,0
6.4765806,-10.9821005,0
20.438799,-3.165906,0
13.0891285,1.6279131,1
10.075867,10.09618,0
6.9199824,8.426618,0
8.846019,0.55202204,0
-11.858989,16.215652,1
4.9077134,16.505648,0
16.843554,-13.983529,0
8.399537,14.729959,0
7.83032,-5.5019174,0
12.478271,-1.4888142,0
9.69818,-9.891975,0
11.226304,22.339912,0
-4.721889,8.282941,0
2.589957,15.033401,0
-0.8471706,-8.136282,0
13.078857,1.6179682,0
-4.4584455,-2.3745475,1
11.25418,3.4200475,0
6.955507,8.4488945,0
23.275015,12.87692,0
-4.4075413,-2.4423056,0
-11.447197,-11.547834,0
-8.818874,10.319033,0
7.437751,21.811893,0
1.617867,-17.809422,0
-8.822235,10.311972,1
-5.2796435,21.508387,0
20.415777,2.7484715,0
-11.169893,7.687606,0
5.1432366,2.7824502,0
-4.7210255,8.26196,0
-12.6970215,-3.322988,1
-11.898032,16.254553,0
-11.454633,-11.555293,1
3.9144638,-2.5587785,0
22.324322,-11.580666,0
-4.6228905,-2.1213162,1
20.468933,-3.1357498,0
8.840068,0.41783577,0
-7.887418,8.440464,0
20.411676,2.7439797,0
9.127718,-0.7571547,0
-4.4347544,-2.3395047,1
9.965439,5.5057187,0
8.848835,0.40175626,0
-7.8753724,8.428359,0
-16.575512,6.035929,1
-9.477316,5.1552577,0
-2.3378167,-16.766375,0
